50198.0	84538.0
55185.0	62289.0
58582.0	58172.0
53589.0	65139.0
74648.0	42055.0
56989.0	62086.0
64292.0	50421.0
47725.0	90852.0
70291.0	45307.0
63092.0	55715.0
52015.0	67968.0
58076.0	59615.0
63659.0	51001.0
63172.0	53887.0
63193.0	51643.0
50197.0	85994.0
54059.0	64615.0
65163.0	46010.0
51794.0	83769.0
61941.0	56125.0
47370.0	101499.0
55420.0	63056.0
49176.0	77713.0
51711.0	68293.0
44519.0	105384.0
52975.0	67925.0
49809.0	72691.0
83522.0	48447.0
56881.0	52614.0
55871.0	57670.0
86919.0	47022.0
48246.0	89815.0
56072.0	55028.0
46875.0	91489.0
44735.0	96932.0
50162.0	70873.0
63454.0	49455.0
44544.0	104080.0
77831.0	48498.0
65560.0	49086.0
84076.0	47934.0
78931.0	40361.0
60075.0	43612.0
53323.0	51592.0
50103.0	55758.0
53987.0	45143.0
78387.0	42979.0
48680.0	58955.0
47881.0	62089.0
48680.0	58955.0
74315.0	43001.0
46097.0	83366.0
50103.0	55758.0
47993.0	59389.0
51965.0	54384.0
47709.0	76503.0
52169.0	53502.0
49918.0	58150.0
46737.0	77460.0
42964.0	59779.0
53293.0	48434.0
56451.0	42483.0
68435.0	40176.0
56026.0	44521.0
42985.0	59275.0
60015.0	40952.0
46008.0	53899.0
83384.0	40065.0
48100.0	52925.0
53779.0	47706.0
48367.0	52452.0
50140.0	49506.0
54194.0	45827.0
51405.0	49133.0
51478.0	43820.0
43488.0	53829.0
55990.0	39709.0
48286.0	49418.0
58319.0	39098.0
68966.0	36530.0
51435.0	44128.0
55201.0	39824.0
45638.0	51642.0
58678.0	38623.0
51126.0	49046.0
67872.0	37060.0
49720.0	56086.0
49393.0	56690.0
63688.0	43004.0
51373.0	55016.0
63676.0	45511.0
45950.0	57481.0
54060.0	48671.0
60090.0	47705.0
53002.0	53989.0
41326.0	53511.0
59284.0	41782.0
41000.0	53598.0
46522.0	44801.0
42967.0	50981.0
59381.0	40275.0
43345.0	47996.0
45092.0	46601.0
61632.0	39837.0
42561.0	51143.0
53336.0	43321.0
51205.0	43945.0
59603.0	42666.0
43486.0	64021.0
45155.0	62336.0
67780.0	38020.0
53991.0	43824.0
52625.0	49932.0
46460.0	56093.0
49699.0	53385.0
60571.0	41218.0
62670.0	39419.0
77332.0	37960.0
60873.0	41017.0
50133.0	52443.0
58774.0	42816.0
40055.0	67690.0
42043.0	65436.0
53612.0	48911.0
54016.0	47292.0
44932.0	59789.0
50204.0	54809.0
90402.0	44194.0
54672.0	46656.0
45318.0	57324.0
53060.0	51583.0
63085.0	44223.0
51445.0	52468.0
41697.0	67165.0
49431.0	75594.0
51759.0	67188.0
50133.0	74852.0
44617.0	81852.0
52508.0	64837.0
58131.0	54183.0
50982.0	69272.0
57862.0	58941.0
72119.0	48874.0
75572.0	45516.0
66880.0	49113.0
48041.0	79543.0
48718.0	76004.0
63719.0	50238.0
50328.0	72416.0
49840.0	75128.0
58617.0	51848.0
48362.0	77514.0
68827.0	49040.0
44375.0	114183.0	
