97028.461757	89930.19065000002	
108725.78399999994	82358.94292899998	
105798.24757699993	84983.08082900003	
133253.82504499995	79174.569193	
103092.31900799999	86950.912674	
91686.07751200002	97468.68433000003	
100739.18871799999	87326.628878	
95699.58371199999	92843.743038	
112702.14935999997	81115.50309099999	
88702.62619100002	122882.64899099994	
133645.32915599993	79034.48062599998	
131284.21536999996	80002.18900199998	
90237.54839500002	114016.58126299997	
100502.08942199999	88736.68037800002	
95947.26358399999	90129.63566600002	
107446.80050799994	84040.80110400001	
121347.43630899998	80197.550514	
104580.81345899998	86056.34310900001	
90667.03301100002	113917.43415999998	
104873.88892099998	85870.36790200001	
103535.78649099999	86203.80431600001	
99922.895838	88760.24266700001	
103328.89328499998	86834.73896800002	
85321.60125299999	129366.84735600003	
89087.69312999996	121967.90439400001	
89903.82801599997	117874.50004500005	
87851.40162099997	123238.47482199997	
85217.41977299999	129484.74486600004	
81647.38426299999	142995.18736399995	
85371.51296799995	124526.76236300002	
83400.115552	131120.15050400002	
82234.29830099999	138202.67886700007	
87767.011051	123789.98375399997	
89159.440378	118924.260267	
82186.34331899999	142625.457815	
88508.55093599999	123064.07448599998	
